Time of Arrival: 4.43883 ns
Time of Arrival: 4.43883 ns
Time of Arrival: 4.43883 ns
Time of Arrival: 4.92866 ns
Time of Arrival: 4.99215 ns
Time of Arrival: 4.28068 ns
Time of Arrival: 4.20813 ns
Time of Arrival: 4.11686 ns
Time of Arrival: 4.42115 ns
Time of Arrival: 5.1767 ns
Time of Arrival: 4.70401 ns
Time of Arrival: 4.89817 ns
Time of Arrival: 4.52885 ns
Time of Arrival: 4.06916 ns
Time of Arrival: 4.29871 ns
Time of Arrival: 4.13724 ns
Time of Arrival: 4.24938 ns
Time of Arrival: 4.3476 ns
Time of Arrival: 4.01072 ns
Time of Arrival: 5.13006 ns
Time of Arrival: 3.93325 ns
Time of Arrival: 4.27036 ns
Time of Arrival: 3.94566 ns
Time of Arrival: 3.99727 ns
Time of Arrival: 4.25585 ns
Time of Arrival: 4.94892 ns
Time of Arrival: 4.44169 ns
Time of Arrival: 4.35151 ns
Time of Arrival: 3.90873 ns
Time of Arrival: 4.16992 ns
Time of Arrival: 4.20002 ns
Time of Arrival: 4.10269 ns
Time of Arrival: 4.07197 ns
Time of Arrival: 5.6455 ns
Time of Arrival: 5.76884 ns
Time of Arrival: 5.62387 ns
Time of Arrival: 5.68224 ns
Time of Arrival: 5.83252 ns
Time of Arrival: 5.23529 ns
Time of Arrival: 4.93799 ns
Time of Arrival: 5.83852 ns
Time of Arrival: 4.47899 ns
Time of Arrival: 5.18901 ns
Time of Arrival: 4.885 ns
Time of Arrival: 5.28619 ns
Time of Arrival: 5.18534 ns
Time of Arrival: 5.24297 ns
Time of Arrival: 4.45168 ns
Time of Arrival: 4.73103 ns
Time of Arrival: 4.24519 ns
Time of Arrival: 4.26127 ns
Time of Arrival: 4.87679 ns
Time of Arrival: 4.55204 ns
Time of Arrival: 4.78848 ns
Time of Arrival: 4.56551 ns
Time of Arrival: 4.29491 ns
Time of Arrival: 4.34984 ns
Time of Arrival: 4.39362 ns
Time of Arrival: 5.74227 ns
Time of Arrival: 5.04282 ns
Time of Arrival: 4.9507 ns
Time of Arrival: 4.7255 ns
Time of Arrival: 4.81678 ns
Time of Arrival: 4.4241 ns
Time of Arrival: 4.64952 ns
Time of Arrival: 4.69758 ns
Time of Arrival: 5.2411 ns
Time of Arrival: 5.29844 ns
Time of Arrival: 5.27054 ns
Time of Arrival: 5.28774 ns
Time of Arrival: 5.27542 ns
Time of Arrival: 5.25425 ns
Time of Arrival: 5.24292 ns
Time of Arrival: 5.07991 ns
Time of Arrival: 4.51106 ns
Time of Arrival: 4.63803 ns
Time of Arrival: 4.53253 ns
Time of Arrival: 5.03601 ns
Time of Arrival: 5.09048 ns
Time of Arrival: 4.52362 ns
Time of Arrival: 5.26202 ns
Time of Arrival: 4.04817 ns
Time of Arrival: 3.94488 ns
Time of Arrival: 4.06163 ns
Time of Arrival: 3.9918 ns
Time of Arrival: 3.9852 ns
Time of Arrival: 4.87812 ns
Time of Arrival: 5.23236 ns
Time of Arrival: 4.4377 ns
Time of Arrival: 4.166 ns
Time of Arrival: 4.51551 ns
Time of Arrival: 4.46901 ns
Time of Arrival: 4.06559 ns
Time of Arrival: 4.09705 ns
Time of Arrival: 4.27653 ns
Time of Arrival: 4.4163 ns
Time of Arrival: 4.81985 ns
Time of Arrival: 4.01204 ns
Time of Arrival: 4.71141 ns
Time of Arrival: 4.19878 ns
Time of Arrival: 5.12348 ns
Time of Arrival: 4.30158 ns
Time of Arrival: 4.70186 ns
Time of Arrival: 4.91914 ns
Time of Arrival: 4.62164 ns
Time of Arrival: 5.0937 ns
Time of Arrival: 4.36263 ns
Time of Arrival: 5.69237 ns
Time of Arrival: 5.86281 ns
Time of Arrival: 5.37184 ns
Time of Arrival: 5.40717 ns
Time of Arrival: 5.57267 ns
Time of Arrival: 5.42938 ns
Time of Arrival: 5.82122 ns
Time of Arrival: 4.65049 ns
Time of Arrival: 5.05363 ns
Time of Arrival: 4.27001 ns
Time of Arrival: 3.99976 ns
Time of Arrival: 4.07979 ns
Time of Arrival: 4.11467 ns
Time of Arrival: 4.93934 ns
Time of Arrival: 4.99245 ns
Time of Arrival: 4.15198 ns
Time of Arrival: 3.91365 ns
Time of Arrival: 4.61636 ns
Time of Arrival: 5.00385 ns
Time of Arrival: 5.08401 ns
Time of Arrival: 4.51735 ns
Time of Arrival: 4.41391 ns
Time of Arrival: 4.21993 ns
Time of Arrival: 4.75112 ns
Time of Arrival: 5.27086 ns
Time of Arrival: 4.23011 ns
Time of Arrival: 4.34664 ns
Time of Arrival: 4.4192 ns
Time of Arrival: 4.33504 ns
Time of Arrival: 5.24281 ns
Time of Arrival: 4.26305 ns
Time of Arrival: 4.33825 ns
Time of Arrival: 5.28128 ns
Time of Arrival: 4.78075 ns
Time of Arrival: 7.14614 ns
Time of Arrival: 7.29978 ns
Time of Arrival: 4.62271 ns
Time of Arrival: 5.03736 ns
Time of Arrival: 4.87538 ns
Time of Arrival: 4.80601 ns
Time of Arrival: 5.45133 ns
Time of Arrival: 5.47678 ns
Time of Arrival: 10.2763 ns
Time of Arrival: 4.72458 ns
Time of Arrival: 4.56965 ns
Time of Arrival: 4.36999 ns
Time of Arrival: 4.4133 ns
Time of Arrival: 4.7243 ns
Time of Arrival: 4.84719 ns
Time of Arrival: 4.37554 ns
Time of Arrival: 4.78286 ns
Time of Arrival: 4.76776 ns
Time of Arrival: 5.74752 ns
Time of Arrival: 5.79003 ns
Time of Arrival: 5.62736 ns
Time of Arrival: 5.61882 ns
Time of Arrival: 4.73655 ns
Time of Arrival: 6.35516 ns
Time of Arrival: 6.43629 ns
Time of Arrival: 6.38 ns
Time of Arrival: 6.56798 ns
Time of Arrival: 4.96199 ns
Time of Arrival: 4.4625 ns
Time of Arrival: 4.86507 ns
Time of Arrival: 4.47899 ns
Time of Arrival: 4.77525 ns
Time of Arrival: 4.6728 ns
Time of Arrival: 4.17026 ns
Time of Arrival: 4.0365 ns
Time of Arrival: 4.8664 ns
Time of Arrival: 4.50779 ns
Time of Arrival: 4.4361 ns
Time of Arrival: 4.21958 ns
Time of Arrival: 4.29441 ns
Time of Arrival: 4.47187 ns
Time of Arrival: 4.7915 ns
Time of Arrival: 4.55015 ns
Time of Arrival: 4.59593 ns
Time of Arrival: 4.08099 ns
Time of Arrival: 4.23115 ns
Time of Arrival: 4.01363 ns
Time of Arrival: 4.1763 ns
Time of Arrival: 3.80054 ns
Time of Arrival: 4.19596 ns
Time of Arrival: 3.80433 ns
Time of Arrival: 4.14299 ns
Time of Arrival: 4.01859 ns
Time of Arrival: 4.48497 ns
Time of Arrival: 4.28909 ns
Time of Arrival: 4.17366 ns
Time of Arrival: 4.22658 ns
Time of Arrival: 4.33543 ns
Time of Arrival: 4.05088 ns
Time of Arrival: 4.41866 ns
Time of Arrival: 4.329 ns
Time of Arrival: 4.22506 ns
Time of Arrival: 3.90622 ns
Time of Arrival: 4.066 ns
Time of Arrival: 3.9699 ns
Time of Arrival: 3.92625 ns
Time of Arrival: 4.30673 ns
Time of Arrival: 4.0114 ns
Time of Arrival: 4.002 ns
Time of Arrival: 4.14399 ns
Time of Arrival: 4.17169 ns
Time of Arrival: 4.5033 ns
Time of Arrival: 3.95718 ns
Time of Arrival: 3.89571 ns
Time of Arrival: 4.53757 ns
Time of Arrival: 5.59601 ns
Time of Arrival: 6.37354 ns
Time of Arrival: 6.40529 ns
Time of Arrival: 6.39677 ns
Time of Arrival: 6.49203 ns
Time of Arrival: 6.52428 ns
Time of Arrival: 6.47842 ns
Time of Arrival: 6.58271 ns
Time of Arrival: 4.81374 ns
Time of Arrival: 4.9493 ns
Time of Arrival: 5.22038 ns
Time of Arrival: 5.13127 ns
Time of Arrival: 4.58913 ns
Time of Arrival: 4.75434 ns
Time of Arrival: 4.66009 ns
Time of Arrival: 4.43826 ns
Time of Arrival: 4.98534 ns
Time of Arrival: 4.60457 ns
Time of Arrival: 4.99009 ns
Time of Arrival: 4.86841 ns
Time of Arrival: 4.54089 ns
Time of Arrival: 4.60578 ns
Time of Arrival: 4.41633 ns
Time of Arrival: 4.40974 ns
Time of Arrival: 4.43985 ns
Time of Arrival: 4.40644 ns
Time of Arrival: 5.14061 ns
Time of Arrival: 4.65724 ns
Time of Arrival: 5.63511 ns
Time of Arrival: 4.63588 ns
Time of Arrival: 4.63425 ns
Time of Arrival: 4.71361 ns
Time of Arrival: 5.45679 ns
Time of Arrival: 4.65105 ns
Time of Arrival: 4.45448 ns
Time of Arrival: 4.79735 ns
Time of Arrival: 4.91181 ns
Time of Arrival: 4.82473 ns
Time of Arrival: 4.74568 ns
Time of Arrival: 5.3918 ns
Time of Arrival: 5.43815 ns
Time of Arrival: 4.66688 ns
Time of Arrival: 4.65409 ns
Time of Arrival: 4.54731 ns
Time of Arrival: 4.651 ns
Time of Arrival: 4.64305 ns
Time of Arrival: 4.57765 ns
Time of Arrival: 4.65858 ns
Time of Arrival: 5.2307 ns
Time of Arrival: 5.21335 ns
Time of Arrival: 4.61609 ns
Time of Arrival: 5.03045 ns
Time of Arrival: 5.08229 ns
Time of Arrival: 4.69383 ns
Time of Arrival: 5.42679 ns
Time of Arrival: 5.47883 ns
Time of Arrival: 5.4457 ns
Time of Arrival: 4.36225 ns
Time of Arrival: 4.43467 ns
Time of Arrival: 4.39222 ns
Time of Arrival: 4.35992 ns
Time of Arrival: 4.75037 ns
Time of Arrival: 5.25391 ns
Time of Arrival: 4.55143 ns
Time of Arrival: 4.63741 ns
Time of Arrival: 4.71434 ns
Time of Arrival: 4.62863 ns
Time of Arrival: 4.63437 ns
Time of Arrival: 4.91139 ns
Time of Arrival: 4.68139 ns
Time of Arrival: 5.00586 ns
Time of Arrival: 4.69413 ns
Time of Arrival: 5.05114 ns
Time of Arrival: 5.15269 ns
Time of Arrival: 4.92084 ns
Time of Arrival: 4.98224 ns
Time of Arrival: 4.4432 ns
Time of Arrival: 4.65346 ns
Time of Arrival: 4.56686 ns
Time of Arrival: 5.00602 ns
Time of Arrival: 4.66599 ns
Time of Arrival: 4.63473 ns
Time of Arrival: 4.3133 ns
Time of Arrival: 4.75777 ns
Time of Arrival: 4.90067 ns
Time of Arrival: 4.46033 ns
Time of Arrival: 5.12893 ns
Time of Arrival: 4.28877 ns
Time of Arrival: 4.67713 ns
Time of Arrival: 4.81621 ns
Time of Arrival: 4.5957 ns
Time of Arrival: 4.70317 ns
Time of Arrival: 4.59995 ns
Time of Arrival: 4.67204 ns
Time of Arrival: 4.6851 ns
Time of Arrival: 4.8007 ns
Time of Arrival: 4.78462 ns
Time of Arrival: 4.86178 ns
Time of Arrival: 4.67831 ns
Time of Arrival: 4.74556 ns
Time of Arrival: 4.7514 ns
Time of Arrival: 4.54402 ns
Time of Arrival: 4.55902 ns
Time of Arrival: 4.84444 ns
Time of Arrival: 4.61779 ns
Time of Arrival: 4.56842 ns
Time of Arrival: 4.44702 ns
Time of Arrival: 4.94652 ns
Time of Arrival: 4.85419 ns
Time of Arrival: 4.49912 ns
Time of Arrival: 4.50157 ns
Time of Arrival: 4.5436 ns
Time of Arrival: 4.47061 ns
Time of Arrival: 5.08077 ns
Time of Arrival: 4.45173 ns
Time of Arrival: 6.71967 ns
Time of Arrival: 6.53404 ns
Time of Arrival: 5.92052 ns
Time of Arrival: 5.61795 ns
Time of Arrival: 5.68261 ns
Time of Arrival: 5.67282 ns
Time of Arrival: 5.879 ns
Time of Arrival: 5.85022 ns
Time of Arrival: 5.27308 ns
Time of Arrival: 4.83844 ns
Time of Arrival: 4.83719 ns
Time of Arrival: 4.87458 ns
Time of Arrival: 5.02043 ns
Time of Arrival: 5.21283 ns
Time of Arrival: 5.21942 ns
Time of Arrival: 5.00373 ns
Time of Arrival: 5.5471 ns
Time of Arrival: 5.35511 ns
Time of Arrival: 5.51893 ns
Time of Arrival: 4.95868 ns
Time of Arrival: 5.22571 ns
Time of Arrival: 5.11538 ns
Time of Arrival: 5.25592 ns
Time of Arrival: 4.70467 ns
Time of Arrival: 4.38521 ns
Time of Arrival: 4.31463 ns
Time of Arrival: 5.7594 ns
Time of Arrival: 5.6944 ns
Time of Arrival: 5.77041 ns
Time of Arrival: 5.74596 ns
Time of Arrival: 5.8718 ns
Time of Arrival: 6.76769 ns
Time of Arrival: 5.79109 ns
Time of Arrival: 6.14793 ns
Time of Arrival: 6.43685 ns
Time of Arrival: 5.70378 ns
Time of Arrival: 5.79129 ns
Time of Arrival: 5.85429 ns
Time of Arrival: 6.68738 ns
Time of Arrival: 5.81757 ns
Time of Arrival: 6.15351 ns
Time of Arrival: 6.62454 ns
Time of Arrival: 5.89112 ns
Time of Arrival: 5.33852 ns
Time of Arrival: 5.16466 ns
Time of Arrival: 5.22518 ns
Time of Arrival: 5.04015 ns
Time of Arrival: 5.0132 ns
Time of Arrival: 5.16149 ns
Time of Arrival: 5.38845 ns
Time of Arrival: 4.85301 ns
Time of Arrival: 5.13486 ns
Time of Arrival: 5.46262 ns
Time of Arrival: 4.68577 ns
Time of Arrival: 4.68512 ns
Time of Arrival: 5.04683 ns
Time of Arrival: 4.92108 ns
Time of Arrival: 5.49897 ns
Time of Arrival: 4.84246 ns
Time of Arrival: 5.21234 ns
Time of Arrival: 4.93527 ns
Time of Arrival: 4.68453 ns
Time of Arrival: 4.74891 ns
Time of Arrival: 4.81424 ns
Time of Arrival: 4.7572 ns
Time of Arrival: 4.82424 ns
Time of Arrival: 4.79641 ns
Time of Arrival: 5.18739 ns
Time of Arrival: 5.17962 ns
Time of Arrival: 5.06961 ns
Time of Arrival: 5.01995 ns
Time of Arrival: 5.34599 ns
Time of Arrival: 5.26084 ns
Time of Arrival: 5.33137 ns
Time of Arrival: 4.79357 ns
Time of Arrival: 4.85557 ns
Time of Arrival: 5.39011 ns
Time of Arrival: 5.45808 ns
Time of Arrival: 4.90647 ns
Time of Arrival: 4.8135 ns
Time of Arrival: 5.05786 ns
Time of Arrival: 4.85757 ns
Time of Arrival: 4.85973 ns
Time of Arrival: 5.27289 ns
Time of Arrival: 4.8197 ns
Time of Arrival: 4.81655 ns
Time of Arrival: 4.88746 ns
Time of Arrival: 4.77155 ns
Time of Arrival: 4.77605 ns
Time of Arrival: 4.15094 ns
Time of Arrival: 4.25935 ns
Time of Arrival: 4.21397 ns
Time of Arrival: 4.12804 ns
Time of Arrival: 4.06467 ns
Time of Arrival: 3.9484 ns
Time of Arrival: 4.0358 ns
Time of Arrival: 4.52246 ns
Time of Arrival: 4.57011 ns
Time of Arrival: 4.38177 ns
Time of Arrival: 4.17123 ns
Time of Arrival: 3.84016 ns
Time of Arrival: 4.57707 ns
Time of Arrival: 4.38654 ns
Time of Arrival: 4.34568 ns
Time of Arrival: 4.40644 ns
Time of Arrival: 4.64302 ns
Time of Arrival: 5.9547 ns
Time of Arrival: 5.93732 ns
Time of Arrival: 5.78301 ns
Time of Arrival: 6.02304 ns
Time of Arrival: 5.62989 ns
Time of Arrival: 5.54397 ns
Time of Arrival: 5.63334 ns
Time of Arrival: 4.43883 ns
Time of Arrival: 4.43883 ns
Time of Arrival: 4.43883 ns
